시군구,번지,아파트명,좌표X,좌표Y
서울특별시 서초구 서초동,1327,서초타운트라팰리스,127.027093,37.495638
서울특별시 서초구 서초동,1668-1,서초태동스위트,127.0181103,37.4937934
서울특별시 서초구 서초동,1344-13,서초트라팰리스,127.0283993,37.4868239
서울특별시 서초구 서초동,1327-29,서초파라곤,127.0274224,37.4949503
서울특별시 서초구 서초동,1566-9,서초프라임빌,127.0133381,37.4896014
서울특별시 서초구 서초동,1506-46,서초프레스턴,127.0071084,37.4881695
서울특별시 서초구 서초동,1454-29,서초한신,127.0143403,37.4828773
서울특별시 서초구 서초동,1533,서초한신리빙타워,127.0099788,37.4842075
서울특별시 서초구 서초동,1344-2,서초한양수자인,127.0273399,37.4874284
서울특별시 서초구 서초동,1636-1,서초한일,127.0210138,37.4947315
서울특별시 서초구 서초동,1303-10,서초한일유앤아이주상복합,127.0235772,37.5032297
서울특별시 서초구 서초동,1319-13,서초현대타워,127.0278033,37.4964503
서울특별시 서초구 서초동,1510-15,서초화원그랑빌,127.0084924,37.4873763
서울특별시 서초구 서초동,1640-3,수광빌라트,127.0189082,37.4936636
서울특별시 서초구 서초동,1513-5,스위트빌,127.0064068,37.4863058
서울특별시 서초구 서초동,1420-18,신원아침도시,127.0243825,37.484431
서울특별시 서초구 서초동,1477-1,아이파크빌,127.0082129,37.4813739
서울특별시 서초구 서초동,1685-3,아크로비스타,127.013331,37.4981994
서울특별시 서초구 서초동,1487-115,연우,127.0056048,37.4814362
서울특별시 서초구 서초동,1531-6,예림,127.0097434,37.4845831
서울특별시 서초구 서초동,1523-9,오로라빌,127.0085617,37.4866796
서울특별시 서초구 서초동,1514-6,옥스포드빌라트,127.0055816,37.4861074
서울특별시 서초구 서초동,1336,우성1,127.0284449,37.4902076
서울특별시 서초구 서초동,1326-17,우성,127.0266736,37.4948556
서울특별시 서초구 서초동,1355-24,우정에쉐르,127.0285679,37.4846612
서울특별시 서초구 서초동,1549-3,월드메르디앙,127.0104523,37.490192
서울특별시 서초구 서초동,1518-2,월드빌라트,127.0054532,37.4855033
서울특별시 서초구 서초동,1469-4,진성그린,127.008102,37.4804604
서울특별시 서초구 서초동,1315,진흥,127.0226213,37.4973503
서울특별시 서초구 서초동,1444-3,초원현대,127.0192301,37.4849953
서울특별시 서초구 서초동,1625-7,티에스프리우스,127.0160872,37.4878989
서울특별시 서초구 서초동,1607-6,풍림아이원,127.0235898,37.4880168
서울특별시 서초구 서초동,1506-42,프레스턴-2,127.0070763,37.4884111
서울특별시 서초구 서초동,1363-25,한라비발디스튜디오193,127.0321302,37.4857181
서울특별시 서초구 서초동,1511-9,한성,127.0078676,37.4867662
서울특별시 서초구 서초동,1542-6,현대ESA2,127.0085802,37.4910746
서울특별시 서초구 서초동,1642-4,현대빌리지,127.017153,37.4915909
서울특별시 서초구 서초동,1644,현대서초3,127.0213204,37.4925676
서울특별시 서초구 서초동,1316-15,현대성우주상복합,127.0242545,37.4984777
서울특별시 서초구 서초동,1346,현대,127.0256895,37.4867944
서울특별시 서초구 서초동,1338,현대이에스에이,127.029491,37.4909024
서울특별시 서초구 서초동,1631-8,현대임페리움,127.0221889,37.4902172
서울특별시 서초구 서초동,1506-88,현대홈타운,127.0051565,37.4885223
서울특별시 서초구 양재동,7-17,광정,127.0403432,37.4839721
서울특별시 서초구 양재동,352-13,금강,127.0446445,37.4673946
서울특별시 서초구 양재동,9-38,길명오퍼스,127.0396651,37.4825189
서울특별시 서초구 양재동,16-19,남성1차현대타운,127.0395026,37.4806528
서울특별시 서초구 양재동,325-1,노블하우스,127.0405798,37.4698896
서울특별시 서초구 양재동,340-8,다원,127.0439473,37.469434
서울특별시 서초구 양재동,402-6,더-클라스,127.0504759,37.471581
서울특별시 서초구 양재동,401,리젠시,127.0494684,37.4722013
서울특별시 서초구 양재동,391-12,리치스,127.0471472,37.4714773
서울특별시 서초구 양재동,352-7,마로니에,127.0436924,37.4667044
서울특별시 서초구 양재동,122-2,메르디안하우스,127.037273,37.4758371
서울특별시 서초구 양재동,3-12,메이저,127.0417833,37.4832853
서울특별시 서초구 양재동,10-13,미라보,127.0371168,37.4830226
서울특별시 서초구 양재동,6-31,미영,127.0412861,37.4822838
서울특별시 서초구 양재동,17-33,베누시아,127.0395877,37.4811611
서울특별시 서초구 양재동,379-3,블루하이츠,127.0462194,37.4713143
서울특별시 서초구 양재동,16-22,비젼,127.0399462,37.480907
서울특별시 서초구 양재동,359,새티스,127.0445638,37.4685088
서울특별시 서초구 양재동,382,선경에버빌,127.0463617,37.4705878
서울특별시 서초구 양재동,90,신영체르니,127.0415021,37.4790391
서울특별시 서초구 양재동,206-8,아원데코빌,127.0353716,37.4656411
서울특별시 서초구 양재동,8-24,양재,127.0391026,37.4838085
서울특별시 서초구 양재동,312-1,양재동메트로,127.0404711,37.4718484
서울특별시 서초구 양재동,306-11,양재동현대,127.0443338,37.473849
서울특별시 서초구 양재동,6-13,양재테크노2차,127.0418369,37.4823888
서울특별시 서초구 양재동,7-39,양재테크노5,127.0404162,37.4832954
서울특별시 서초구 양재동,286-6,양재테크노빌,127.047199,37.4735488
서울특별시 서초구 양재동,12-10,양재한신휴플러스,127.0350358,37.4841661
서울특별시 서초구 양재동,154-2,우성,127.0294691,37.4766221
서울특별시 서초구 양재동,137-1,우성112,127.032736,37.4751649
서울특별시 서초구 양재동,160-2,우성KBS,127.0290739,37.4775008
서울특별시 서초구 양재동,15-9,위너스,127.0387267,37.4807255
서울특별시 서초구 양재동,363-3,인랜드,127.0466639,37.4688573
서울특별시 서초구 양재동,203-11,초원탑스빌,127.0345899,37.4664866
서울특별시 서초구 양재동,8-36,태양파크빌,127.0393175,37.4836327
서울특별시 서초구 양재동,389-2,파크뷰,127.047335,37.4709582
서울특별시 서초구 양재동,333-9,파크사이드,127.0431168,37.4706397
서울특별시 서초구 양재동,119-3,포레스빌,127.0365375,37.474788
서울특별시 서초구 양재동,11-17,한솔로이젠트,127.0366589,37.4844826
서울특별시 서초구 양재동,15-12,해청3차,127.0385268,37.4812789
서울특별시 서초구 양재동,370,현대,127.0441924,37.4703606
서울특별시 서초구 양재동,11-74,현대테라하임102동,127.0371666,37.4834761
서울특별시 서초구 우면동,57,대림,127.0230189,37.4728411
서울특별시 서초구 우면동,59,동고,127.0235778,37.4713636
서울특별시 서초구 우면동,712,서초네이처힐2단지,127.0217142,37.4628176
서울특별시 서초구 우면동,764,서초리슈빌S,127.0162383,37.4564653
서울특별시 서초구 우면동,70,코오롱,127.0276672,37.472602
서울특별시 서초구 우면동,67,한라,127.0259009,37.4715381
서울특별시 서초구 잠원동,63,CJ빌리지,127.0085104,37.5149195
서울특별시 서초구 잠원동,58,금호베스트빌,127.0141591,37.5146189
서울특별시 서초구 잠원동,59-12,노블레스,127.0152023,37.5096637
서울특별시 서초구 잠원동,60-7,녹원한신,127.0113471,37.512089
서울특별시 서초구 잠원동,42-13,대우아이빌,127.0183772,37.5113927
서울특별시 서초구 잠원동,31-14,대주피오레,127.0170547,37.5129418
서울특별시 서초구 잠원동,67-1,데뜨아르,127.0087511,37.5084896
서울특별시 서초구 잠원동,157,동아,127.0101844,37.5087266
서울특별시 서초구 잠원동,76-2,두산위브,127.0006562,37.5068172
서울특별시 서초구 잠원동,49-37,띠에라하우스,127.0162448,37.5225701
서울특별시 서초구 잠원동,158,래미안신반포팰리스,127.0123394,37.5148662
서울특별시 서초구 잠원동,50,롯데캐슬갤럭시,127.0164447,37.5201928
서울특별시 서초구 잠원동,54,미주파스텔,127.0111608,37.5175342
서울특별시 서초구 잠원동,32-22,보미리,127.0160305,37.5122953
서울특별시 서초구 잠원동,67-2,브라운스톤잠원,127.0090563,37.5082409
서울특별시 서초구 잠원동,71-1,블루힐하우스,127.0059898,37.5119318
서울특별시 서초구 잠원동,49-5,빌폴라리스,127.0160384,37.5223729
서울특별시 서초구 잠원동,19-4,새서울맨션,127.0179971,37.5151609
서울특별시 서초구 잠원동,48-5,성진준빌라트,127.0162523,37.5112746
서울특별시 서초구 잠원동,58-16,신반포10,127.0140225,37.5126077
서울특별시 서초구 잠원동,58-24,신반포11,127.0133039,37.5096183
서울특별시 서초구 잠원동,50-5,신반포12,127.0147171,37.5161666
서울특별시 서초구 잠원동,52-2,신반포13,127.0137442,37.5171194
서울특별시 서초구 잠원동,74,신반포14,127.0023012,37.5087931
서울특별시 서초구 잠원동,55-12,신반포16,127.0096066,37.5168996
서울특별시 서초구 잠원동,58-22,신반포17,127.0142647,37.5107649
서울특별시 서초구 잠원동,61-2,신반포19,127.0101785,37.5142254
서울특별시 서초구 잠원동,73,신반포2,127.002228,37.510236
서울특별시 서초구 잠원동,59-10,신반포21,127.0136203,37.5091272
서울특별시 서초구 잠원동,65-33,신반포22,127.0072715,37.5116704
서울특별시 서초구 잠원동,61-1,신반포25,127.0093474,37.5148607
서울특별시 서초구 잠원동,56-2,신반포27,127.0098388,37.5157876
서울특별시 서초구 잠원동,70,신반포4,127.0060054,37.5083534
서울특별시 서초구 잠원동,160,신반포자이,127.008290077,37.510878519
서울특별시 서초구 잠원동,63-2,신반포청구,127.0084378,37.5142848
서울특별시 서초구 잠원동,49-8,한강,127.0155924,37.5214482
서울특별시 성동구 금호동1가,1500,금호삼성래미안,127.027307,37.5495792
서울특별시 성동구 금호동1가,1818,신금호두산위브,127.0223133,37.5559626
서울특별시 성동구 금호동2가,1215,금호자이1차,127.0230548,37.5526896
서울특별시 성동구 금호동2가,1217,래미안하이리버,127.0245138,37.5514831
서울특별시 성동구 금호동2가,1,신금호파크자이,127.017996318,37.554491403
서울특별시 성동구 금호동3가,917,금호1차푸르지오,127.021146,37.5491419
서울특별시 성동구 성수동1가,710,강변건영,127.0451083,37.5403701
서울특별시 성동구 성수동1가,656-234,서울숲대림,127.0452696,37.5421369
서울특별시 성동구 성수동2가,286,성수우방2차,127.051583,37.5484064
서울특별시 성동구 금호동3가,700,금호자이2차,127.0218834,37.5503366
서울특별시 성동구 금호동4가,1507,브라운스톤금호,127.0154576,37.5468722
서울특별시 성동구 금호동4가,340,서울숲푸르지오,127.0221874,37.5449355
서울특별시 성동구 성수동1가,718,트리마제,127.044437092,37.538534075
서울특별시 성동구 송정동,104,서울숲아이파크,127.0688097,37.5525834
서울특별시 서초구 잠원동,65-32,신반포7,127.0079115,37.5124554
서울특별시 서초구 잠원동,60-3,신반포8,127.0123994,37.5116533
서울특별시 서초구 잠원동,60-6,신반포9,127.0105765,37.5113514
서울특별시 서초구 잠원동,8-27,신사레전드,127.0183376,37.5177192
서울특별시 서초구 잠원동,54-7,신화,127.0134289,37.5156932
서울특별시 서초구 잠원동,159,아크로리버뷰신반포,127.0071672,37.5146257
서울특별시 서초구 잠원동,71,오페라하우스,127.0059083,37.512251
서울특별시 서초구 잠원동,74-1,우성,127.0030109,37.5073851
서울특별시 서초구 잠원동,49-7,잠원동상지리츠빌카일룸,127.0160741,37.5220685
서울특별시 서초구 잠원동,33-7,잠원동트루빌,127.0164151,37.5120918
서울특별시 서초구 잠원동,71-8,잠원시티,127.0053439,37.5118462
서울특별시 서초구 잠원동,34-1,잠원아이비,127.016539,37.5116767
서울특별시 서초구 잠원동,71-15,잠원중앙하이츠,127.0054251,37.5102351
서울특별시 서초구 잠원동,59-3,잠원현대훼밀리,127.0125682,37.5088336
서울특별시 서초구 잠원동,71-17,중앙하이츠,127.004867,37.5102029
서울특별시 서초구 잠원동,55-7,청구빌라트,127.0115877,37.5188131
서울특별시 서초구 잠원동,71-12,킴스빌리지,127.0065184,37.5108436
서울특별시 서초구 잠원동,56-3,한신,127.0107893,37.5159787
서울특별시 서초구 잠원동,65-8,한신그린,127.0078763,37.5133702
서울특별시 서초구 잠원동,63-34,한신로얄,127.0093216,37.513589
서울특별시 서초구 잠원동,60-4,한신타운,127.0114486,37.5094835
서울특별시 서초구 잠원동,71-11,한신타워,127.0060109,37.5109311
서울특별시 서초구 잠원동,53,현대,127.0127218,37.5184691
서울특별시 서초구 잠원동,51,훼미리,127.014664,37.5192227
서울특별시 성동구 금호동1가,633,벽산,127.0271251,37.5518688
서울특별시 성동구 금호동1가,128-5,신금호,127.0230257,37.5565299
서울특별시 성동구 금호동1가,280,이편한세상금호파크힐스,127.0227671,37.5546346
서울특별시 성동구 금호동1가,128-4,푸른마을,127.0226529,37.5564221
서울특별시 성동구 금호동1가,635,하나,127.0266729,37.5507185
서울특별시 성동구 금호동2가,1331,두산,127.021150225,37.553054175
서울특별시 성동구 금호동2가,500-7,상기,127.018973,37.5526289
서울특별시 성동구 금호동3가,1662,금호한신,127.0179476,37.5503417
서울특별시 성동구 금호동3가,1331,두산,127.0164481,37.5499725
서울특별시 성동구 금호동4가,800,대우,127.0197248,37.5459736
서울특별시 성동구 금호동4가,1250,롯데,127.0173866,37.5470704
서울특별시 성동구 금호동4가,1550,브라운스톤2차,127.0153542,37.5475951
서울특별시 성동구 금호동4가,180,삼산금호,127.0247044,37.5474566
서울특별시 성동구 금호동4가,235,서울숲푸르지오2차,127.0240835,37.5461596
서울특별시 성동구 도선동,69,삼성쉐르빌,127.0349534,37.5643992
서울특별시 성동구 마장동,820,금호어울림,127.0406788,37.5630119
서울특별시 성동구 마장동,825,대성유니드,127.0386489,37.5668368
서울특별시 성동구 마장동,819,마장동중앙하이츠,127.0391282,37.5654055
서울특별시 성동구 마장동,817,삼성,127.0401412,37.5661605
서울특별시 성동구 마장동,834,삼성홈타운,127.0390924,37.5633935
서울특별시 성동구 마장동,784,세림,127.0450273,37.5649915
서울특별시 성동구 마장동,830,신명스카이뷰,127.0382357,37.5655199
서울특별시 성동구 마장동,822,신성미소지움,127.0437142,37.5689443
서울특별시 성동구 마장동,835,우성에비뉴,127.0390053,37.5708117
서울특별시 성동구 마장동,767-1,장원,127.0446479,37.5691879
서울특별시 성동구 마장동,829,태성,127.0458987,37.5672058
서울특별시 성동구 마장동,818,현대,127.0425656,37.5694739
서울특별시 성동구 사근동,198-1,드림시드,127.048676,37.5610571
서울특별시 성동구 사근동,314,벽산,127.0494978,37.5604369
서울특별시 성동구 사근동,199,중앙하이츠,127.0485874,37.5617629
서울특별시 성동구 사근동,315,한양마이라움,127.0481925,37.5634149
서울특별시 성동구 상왕십리동,1070,센트라스,127.02511015,37.570024149999995
서울특별시 성동구 상왕십리동,811,텐즈힐,127.0247058,37.5693767
서울특별시 성동구 성수동1가,479-1,강변동양,127.0463422,37.5376854
서울특별시 성동구 성수동1가,685-696,갤러리아포레,127.0424261,37.5457899
서울특별시 성동구 성수동1가,714,금호,127.0504286,37.5419684
서울특별시 성동구 성수동1가,709,대우2,127.0501631,37.5484275
서울특별시 성동구 성수동1가,656-320,동아,127.0459655,37.5443805
서울특별시 성동구 성수동1가,708,동아그린,127.0480328,37.5509233
서울특별시 성동구 성수동1가,13-157,뚝섬현대,127.0488655,37.5477724
서울특별시 성동구 성수동1가,676-5,서울숲성수현대,127.0409089,37.548195
서울특별시 성동구 성수동1가,707,서울숲한양현대,127.0479973,37.5455302
서울특별시 성동구 성수동1가,717,서울숲해오름,127.0495543,37.5479536
서울특별시 성동구 성수동1가,685-191,성수파크빌,127.0395913,37.5482739
서울특별시 성동구 성수동1가,656-421,신장미,127.0459742,37.5430104
서울특별시 성동구 성수동1가,706,쌍용,127.0471246,37.5495293
서울특별시 성동구 성수동1가,705,우방,127.0472788,37.5506859
서울특별시 성동구 성수동1가,716,우성,127.0504438,37.5488543
서울특별시 성동구 성수동1가,715,중앙하이츠빌,127.0478049,37.5479026
서울특별시 성동구 성수동1가,704,한진타운,127.0453081,37.5411252
서울특별시 성동구 성수동1가,33-2,현대그린,127.0503635,37.5407311
서울특별시 성동구 성수동2가,846,E-아름다운세상,127.060848,37.5477713
서울특별시 성동구 성수동2가,830,강변금호타운,127.0574763,37.5353459
서울특별시 성동구 성수동2가,609-2,강변임광,127.0570244,37.5352531
서울특별시 성동구 성수동2가,745,강변청구3,127.0540055,37.5353958
서울특별시 성동구 성수동2가,400,강변현대,127.0510079,37.5363862
서울특별시 성동구 성수동2가,832,금호타운2차,127.0531519,37.5435962
서울특별시 성동구 성수동2가,840,대명루첸,127.0591364,37.5372324
서울특별시 성동구 성수동2가,835,롯데캐슬파크,127.0559786,37.5460559
서울특별시 성동구 성수동2가,223-6,삼익,127.0580619,37.535589
서울특별시 성동구 성수동2가,836,서울숲금강아미움,127.0597767,37.5466592
서울특별시 성동구 성수동2가,279-50,성수1차대우,127.0653275,37.5453864
서울특별시 성동구 성수동2가,838,성수동두산위브,127.0584409,37.5371638
서울특별시 성동구 성수동2가,833,신성미소지움,127.0573242,37.5392643
서울특별시 성동구 성수동2가,837,우성2차,127.0582411,37.5409178
서울특별시 성동구 성수동2가,320-2,이화101동,127.0555988,37.5417723
서울특별시 성동구 성수동2가,712,청구강변1,127.0548928,37.5353179
서울특별시 성동구 성수동2가,442,한신한강,127.0527166,37.5358423
서울특별시 성동구 성수동2가,834,현대I-PARK,127.0566164,37.5474163
서울특별시 성동구 성수동2가,843,힐스테이트,127.052156,37.5412399
서울특별시 성동구 송정동,90,건영,127.0709122,37.5560033
서울특별시 성동구 송정동,103,금호베스트빌,127.0575722,37.5493112
서울특별시 성동구 송정동,72-25,로얄빌리지,127.0697256,37.5552407
서울특별시 성동구 송정동,97,양지쉐르빌,127.0723715,37.5576297
서울특별시 성동구 옥수동,428,극동,127.0115694,37.5432748
서울특별시 성동구 옥수동,436,극동그린,127.0100139,37.5419656
서울특별시 성동구 하왕십리동,1052,금호베스트빌,127.0257287,37.561962
서울특별시 성동구 하왕십리동,992,무학현대,127.0278817,37.5611615
서울특별시 성동구 하왕십리동,1070,센트라스,127.028445899926,37.5663379455023
서울특별시 성동구 하왕십리동,1061,왕십리풍림아이원,127.0246988,37.5586201
서울특별시 성동구 하왕십리동,990,한신무학,127.0283658,37.5623584
서울특별시 성동구 행당동,377,서울숲더샵,127.0401158,37.5572161
서울특별시 성동구 행당동,147,서울숲삼부,127.0374627,37.560002
서울특별시 성동구 행당동,376,서울숲행당푸르지오,127.0331791,37.5554384
서울특별시 성동구 행당동,344,신동아,127.0328542,37.5544019
서울특별시 성동구 옥수동,220-1,한남하이츠,127.0141559,37.539745
서울특별시 성동구 응봉동,276,서울숲리버그린동아,127.0372695,37.5530787
서울특별시 성동구 하왕십리동,258,청계벽산,127.0319041,37.5688924
서울특별시 성동구 옥수동,557,극동옥정,127.013744,37.5405314
서울특별시 성동구 옥수동,12,동인샤인빌,127.0176932,37.5449252
서울특별시 성동구 옥수동,561,래미안 옥수 리버젠,127.0138616,37.544968
서울특별시 성동구 옥수동,220-2,레미테지,127.0118046,37.5398111
서울특별시 성동구 옥수동,250,삼성,127.0140494,37.5423772
서울특별시 성동구 옥수동,365-11,예건네스빌,127.0166224,37.5421837
서울특별시 성동구 옥수동,306,옥수,127.015719,37.5432627
서울특별시 성동구 옥수동,560,옥수어울림,127.0181978,37.5423178
서울특별시 성동구 옥수동,558,옥수이테크빌,127.017453,37.54263
서울특별시 성동구 옥수동,528,옥수파크힐스101동~116동,127.0139042,37.5483423
서울특별시 성동구 옥수동,528-1,옥수파크힐스117동~125동,127.0120518,37.5465609
서울특별시 성동구 옥수동,100,옥수하이츠,127.0162579,37.5400411
서울특별시 성동구 옥수동,559,옥수힐,127.0120217,37.5420371
서울특별시 성동구 옥수동,60,풍림아이원,127.019416,37.5421814
서울특별시 성동구 옥수동,4,현대,127.0189035,37.5436094
서울특별시 성동구 옥수동,436-6,화이트캐슬,127.0098036,37.5409335
서울특별시 성동구 용답동,226-4,YM프라젠,127.0587012,37.5613224
서울특별시 성동구 용답동,252,덕현해밀,127.0531765,37.5646455
서울특별시 성동구 용답동,15,중앙하이츠,127.0554516,37.5631646
서울특별시 성동구 응봉동,98,금호현대,127.0309626,37.5510703
서울특별시 성동구 응봉동,100,대림,127.0332819,37.55196
서울특별시 성동구 응봉동,15,대림강변타운,127.0357603,37.5534462
서울특별시 성동구 응봉동,275,신동아,127.0295119,37.550269
서울특별시 성동구 하왕십리동,1058,극동미라주,127.0232869,37.5584821
서울특별시 성동구 하왕십리동,887-2,뉴타운,127.0267784,37.5645978
서울특별시 성동구 하왕십리동,890-115,드림,127.0282978,37.5633991
서울특별시 성동구 하왕십리동,890-446,블루빌,127.0276196,37.5634419
서울특별시 성동구 하왕십리동,966-18,상리제나우스,127.032885,37.5623192
서울특별시 성동구 하왕십리동,1002,왕십리KCC스위첸,127.0266933,37.5608597
서울특별시 성동구 하왕십리동,1071,왕십리자이,127.0247839,37.5604823
서울특별시 성동구 하왕십리동,1064,왕십리지웰,127.0311006,37.5608666
서울특별시 성동구 하왕십리동,1066,텐즈힐,127.027947,37.5685745
서울특별시 성동구 하왕십리동,1050,한진해모로,127.0267863,37.5631094
서울특별시 성동구 행당동,347,대림e-편한세상,127.0271181,37.5579143
서울특별시 성동구 행당동,345,두산,127.0373465,37.5647189
서울특별시 성동구 행당동,375,두산위브,127.0315384,37.5567208
서울특별시 성동구 행당동,349,서울숲 한신 더 휴,127.0362763,37.5551419
서울특별시 성동구 행당동,1-4,우성포커스,127.0391041,37.5619905
서울특별시 성동구 행당동,364,이수브라운스톤,127.0298449,37.5585729
서울특별시 성동구 행당동,346,행당한진타운,127.0292059,37.5558957
서울특별시 성동구 홍익동,53,청계대주파크빌,127.0314036,37.5674883
서울특별시 성동구 홍익동,119-1,홍익한신,127.0338145,37.5666458
서울특별시 성북구 길음동,1279,길음뉴타운1단지,127.0202578,37.6058219
서울특별시 성북구 길음동,1280,길음뉴타운2단지푸르지오,127.0161541,37.6117972
서울특별시 성북구 길음동,1285,길음뉴타운7단지,127.0188321,37.6097649
서울특별시 성북구 돈암동,644,돈암코오롱하늘채,127.013683635,37.598845928
서울특별시 성북구 돈암동,639,돈암힐스테이트,127.0149705,37.5986397
서울특별시 성북구 동소문동5가,120,돈암동일하이빌,127.0144138,37.5916299
서울특별시 성북구 동소문동7가,120,브라운스톤동선,127.0134702,37.5963742
서울특별시 성북구 보문동3가,230,이편한세상보문,127.0156861,37.5826725
서울특별시 성북구 길음동,1280-1,길음뉴타운3단지푸르지오,127.016538,37.6100739
서울특별시 성북구 길음동,1281,길음뉴타운4단지,127.0196555,37.612086
서울특별시 성북구 길음동,1282,길음뉴타운5단지,127.0207194,37.6096838
서울특별시 성북구 길음동,1283,길음뉴타운6단지,127.0229106,37.6062695
서울특별시 성북구 길음동,1284,길음뉴타운8단지,127.0179395,37.6075476
서울특별시 성북구 길음동,1286,길음뉴타운9단지,127.0194532,37.6037825
서울특별시 성북구 길음동,635-168,길음뉴타운신안파크,127.015915,37.6141385
서울특별시 성북구 길음동,1278,길음동동부센트레빌,127.024295,37.6103744
서울특별시 성북구 길음동,1277,길음현대,127.0199083,37.6081356
서울특별시 성북구 길음동,973-2,두이노블레스,127.0257677,37.6080356
서울특별시 성북구 길음동,1276,삼부컨비니언,127.0237961,37.6027842
서울특별시 성북구 돈암동,42-32,고명,127.0200893,37.5988671
서울특별시 성북구 돈암동,624,구현대,127.0248551,37.6016372
서울특별시 성북구 돈암동,643,길음역금호어울림센터힐,127.0228564,37.6004929
서울특별시 성북구 돈암동,641,대성유니드,127.020961,37.5973377
서울특별시 성북구 돈암동,632,돈암동 풍림,127.0234134,37.5958937
서울특별시 성북구 돈암동,603,돈암동더샵,127.0102225,37.5975771
서울특별시 성북구 돈암동,15-1,돈암동삼성,127.0233218,37.5990236
서울특별시 성북구 돈암동,642,돈암동해피트리,127.0116911,37.5979969
서울특별시 성북구 돈암동,633,동부센트레빌,127.026474,37.6021012
서울특별시 성북구 돈암동,630,동소문현대,127.0126949,37.597985
서울특별시 성북구 돈암동,631,범양,127.0280206,37.6033518
서울특별시 성북구 돈암동,552-9,삼성아지오,127.0128564,37.5974185
서울특별시 성북구 돈암동,7-15,서라벌,127.0277639,37.6026694
서울특별시 성북구 돈암동,637,성일우리미,127.0283033,37.6024137
서울특별시 성북구 돈암동,636,이수브라운스톤돈암,127.017795,37.5978758
서울특별시 성북구 돈암동,524,일신건영휴먼빌,127.0124822,37.600742
서울특별시 성북구 돈암동,609-1,한신,127.0103268,37.5948251
서울특별시 성북구 돈암동,609-1,한진,127.0103268,37.5948251
서울특별시 성북구 동선동1가,121-6,코아루센타시아,127.0191742,37.5930586
서울특별시 성북구 동선동3가,257,태극에버빌,127.0216762,37.5958464
서울특별시 성북구 동선동4가,295-1,한양수자인,127.0201963,37.5959071
서울특별시 성북구 동선동5가,69-1,트라움하임,127.0176721,37.5955809
서울특별시 성북구 동소문동4가,103-20,삼보힐하우스,127.0099695,37.5912308
서울특별시 성북구 동소문동4가,279,송산,127.0104788,37.5924118
서울특별시 성북구 동소문동5가,15,성신여대역솔하임,127.0140417,37.5918988
서울특별시 성북구 동소문동6가,3-1,시티플레이스,127.0134406,37.5923296
서울특별시 성북구 동소문동6가,24,청기와,127.0130774,37.5925186
서울특별시 성북구 동소문동7가,280,한신플러스A,127.0136599,37.59609076666666
서울특별시 성북구 동소문동7가,261,한신플러스B,127.0136599,37.59609076666666
서울특별시 성북구 동소문동7가,23,한신플러스C,127.0141661,37.5951865
서울특별시 성북구 보문동6가,458,보문파크뷰자이,127.018504541,37.578039998
서울특별시 성북구 삼선동2가,425,삼선푸르지오,127.0133812,37.5834945
서울특별시 성북구 상월곡동,101,동아에코빌,127.0451712,37.6066138
서울특별시 성북구 석관동,408,신동아파밀리에,127.0540258,37.6072388
서울특별시 성북구 장위동,317,꿈의숲대명루첸,127.0477116,37.6201173
서울특별시 성북구 정릉동,1032,정릉2차대주피오레,127.008977,37.6018169
서울특별시 성북구 정릉동,1037,정릉꿈에그린,127.011139326,37.601861521
서울특별시 성북구 정릉동,1019,정릉성원,127.0083543,37.6065103
서울특별시 성북구 정릉동,809,정릉중앙하이츠,127.0020417,37.6198025
서울특별시 성북구 정릉동,406,정릉푸르지오,127.0100372,37.6062418
서울특별시 성북구 정릉동,210,정릉푸른마을동아,127.0143452,37.6073332
서울특별시 성북구 정릉동,239,정릉풍림아이원,127.0073229,37.6185895
서울특별시 성북구 정릉동,1025,정릉힐스테이트,127.0155119,37.60284
서울특별시 성북구 정릉동,1030,정릉힐스테이트1차,127.0175261,37.6001991
서울특별시 성북구 정릉동,1031,정릉힐스테이트3차,127.0074949,37.6143809
서울특별시 성북구 장위동,319,꿈의숲코오롱하늘채,127.045902701,37.620483346
서울특별시 성북구 정릉동,1014,정릉스카이쌍용,127.0170717,37.5992583
서울특별시 성북구 정릉동,1020,정릉우성,127.0156807,37.6010726
서울특별시 성북구 보문동3가,2,현대I-PARK,127.0166268,37.5855935
서울특별시 성북구 보문동4가,116,보문하우스토리,127.020972,37.5841612
서울특별시 성북구 보문동6가,433,동문골드빌A동,127.0195712,37.578361
서울특별시 성북구 보문동6가,36-2,아남,127.0177227,37.5814307
서울특별시 성북구 삼선동2가,420,삼선현대힐스테이트,127.0135009,37.5821383
서울특별시 성북구 삼선동3가,116,삼선에스케이뷰,127.0116448,37.5873269
서울특별시 성북구 삼선동3가,18-2,성종그린,127.0133208,37.5881115
서울특별시 성북구 삼선동3가,6-4,주승보타운,127.012607,37.5887121
서울특별시 성북구 삼선동3가,3-1,진성,127.0109156,37.5883908
서울특별시 성북구 삼선동4가,44,공신,127.0128761,37.5894031
서울특별시 성북구 삼선동4가,73,코오롱,127.0126899,37.5903459
서울특별시 성북구 삼선동5가,63-3,청기와,127.014484,37.5887076
서울특별시 성북구 상월곡동,55-56,우남푸르미아,127.0465858,37.6059002
서울특별시 성북구 상월곡동,24-51,한솔,127.0502097,37.6044293
서울특별시 성북구 석관동,10,두산,127.0687269,37.6126682
서울특별시 성북구 석관동,404,삼성,127.0656475,37.6102715
서울특별시 성북구 석관동,407,석관래미안,127.0545119,37.6083777
